high_school_original,high_school_standardized,state,confidence,source,nces_id,player_count,canonical_player_count,city,notes
Freeport HS,Freeport,Maine,high_auto,duplicate_resolution,,2.0,19.0,,
Fremd,Fremd,Ill,high_auto,duplicate_resolution,,13.0,13.0,,
Fremd HS,Fremd,Ill,high_auto,duplicate_resolution,,10.0,13.0,,
Fremont,Fremont,Utah,high_auto,duplicate_resolution,,17.0,17.0,,
Fremont High School,Fremont,Utah,high_auto,duplicate_resolution,,4.0,17.0,,
Frenship HS,Frenship HS,Texas,high_auto,duplicate_resolution,,11.0,11.0,,
Frenship,Frenship HS,Texas,high_auto,duplicate_resolution,,8.0,11.0,,
Frenship High School,Frenship HS,Texas,high_auto,duplicate_resolution,,4.0,11.0,,
Frenship H.S.,Frenship HS,Texas,high_auto,duplicate_resolution,,2.0,11.0,,
Friends Central,Friends Central,Pennsylvania,high_auto,duplicate_resolution,,5.0,5.0,,
Friends' Central High School,Friends Central,Pennsylvania,high_auto,duplicate_resolution,,1.0,5.0,,
Friends' Central School,Friends' Central School,Pennsylvania,high_auto,duplicate_resolution,,4.0,4.0,,
Friends Central School,Friends' Central School,Pennsylvania,high_auto,duplicate_resolution,,2.0,4.0,,
Frisco Centennial,Frisco Centennial HS,Texas,high_auto,duplicate_resolution,,4.0,4.0,,
Frisco Centennial HS,Frisco Centennial HS,Texas,high_auto,duplicate_resolution,,4.0,4.0,,
Frisco Centennial H.S.,Frisco Centennial HS,Texas,high_auto,duplicate_resolution,,2.0,4.0,,
Frisco Liberty HS,Frisco Liberty HS,Texas,high_auto,duplicate_resolution,,6.0,6.0,,
Frisco Liberty,Frisco Liberty HS,Texas,high_auto,duplicate_resolution,,4.0,6.0,,
Frisco Liberty High School,Frisco Liberty HS,Texas,high_auto,duplicate_resolution,,2.0,6.0,,
Frisco Memorial HS,Frisco Memorial HS,Texas,high_auto,duplicate_resolution,,3.0,3.0,,
Frisco Memorial,Frisco Memorial HS,Texas,high_auto,duplicate_resolution,,2.0,3.0,,
Ft. Lauderdale HS,Ft. Lauderdale HS,Fla,high_auto,duplicate_resolution,,1.0,1.0,,
Ft. Lauderdale,Ft. Lauderdale HS,Fla,high_auto,duplicate_resolution,,1.0,1.0,,
Fulshear HS,Fulshear HS,Texas,high_auto,duplicate_resolution,,7.0,7.0,,
Fulshear,Fulshear HS,Texas,high_auto,duplicate_resolution,,3.0,7.0,,
Fulton HS,Fulton HS,Tenn,high_auto,duplicate_resolution,,2.0,2.0,,
Fulton,Fulton HS,Tenn,high_auto,duplicate_resolution,,2.0,2.0,,
Gabrielino HS,Gabrielino HS,California,high_auto,duplicate_resolution,,2.0,2.0,,
Gabrielino,Gabrielino HS,California,high_auto,duplicate_resolution,,1.0,2.0,,
Gahanna Lincoln,Gahanna Lincoln,Ohio,high_auto,duplicate_resolution,,14.0,14.0,,
Gahanna Lincoln HS,Gahanna Lincoln,Ohio,high_auto,duplicate_resolution,,4.0,14.0,,
Gahanna Lincoln High School,Gahanna Lincoln,Ohio,high_auto,duplicate_resolution,,2.0,14.0,,
