ncaa_id,team,player_id,name,year,hometown,homestate,high_school,previous_school_clean,height_clean,position,jersey,url,season,team_state,conference,division,has_roster,roster,height_ft,height_in,total_inches,primary_position,secondary_position,position_clean,year_clean,redshirt,hs_clean,hometown_clean,state_clean,foreign_nation_clean
721,Air Force,11807,Mackenzie Le,Freshman,Elk Grove,California,St. Francis,NA,"5'3""",G,1,https://www.goairforcefalcons.com/sports/womens-basketball/roster/mackenzie-le/11807,2022-23,CO,Mountain West,I,1,1,5,3,63,GUARD,NA,GUARD,Freshman,0,St. Francis,"ELK GROVE, CA",CA,USA
721,Air Force,11805,Milahnie Perry,Freshman,Tampa,Florida,Seffner Christian Academy,NA,"5'7""",G,2,https://www.goairforcefalcons.com/sports/womens-basketball/roster/milahnie-perry/11805,2022-23,CO,Mountain West,I,1,1,5,7,67,GUARD,NA,GUARD,Freshman,0,Seffner Christian Academy,"TAMPA, FL",FL,USA
721,Air Force,11801,Madison Smith,Sophomore,Connell,Washington,Connell,NA,"5'8""",G,4,https://www.goairforcefalcons.com/sports/womens-basketball/roster/madison-smith/11801,2022-23,CO,Mountain West,I,1,1,5,8,68,GUARD,NA,GUARD,Sophomore,0,Connell,"CONNELL, WA",WA,USA
721,Air Force,11795,Taylor Britt,Junior,Columbia,South Carolina,Spring Valley,USAFA Prep,"5'7""",G,5,https://www.goairforcefalcons.com/sports/womens-basketball/roster/taylor-britt/11795,2022-23,CO,Mountain West,I,1,1,5,7,67,GUARD,NA,GUARD,Junior,0,Spring Valley,"COLUMBIA, SC",SC,USA
721,Air Force,11796,Kamri Heath,Senior,Edmond,Oklahoma,Edmond North,NA,"5'7""",G,10,https://www.goairforcefalcons.com/sports/womens-basketball/roster/kamri-heath/11796,2022-23,CO,Mountain West,I,1,1,5,7,67,GUARD,NA,GUARD,Senior,0,Edmond North,"EDMOND, OK",OK,USA
721,Air Force,11800,Kayla Pilson,Junior,Houston,Texas,Westside,USAFA Prep,"5'10""",G/F,11,https://www.goairforcefalcons.com/sports/womens-basketball/roster/kayla-pilson/11800,2022-23,CO,Mountain West,I,1,1,5,10,70,GUARD,FORWARD,GUARD/FORWARD,Junior,0,Westside,"HOUSTON, TX",TX,USA
721,Air Force,11806,Faith Shelton,Freshman,Stockton,California,Lincoln,NA,"6'2""",C/F,13,https://www.goairforcefalcons.com/sports/womens-basketball/roster/faith-shelton/11806,2022-23,CO,Mountain West,I,1,1,6,2,74,FORWARD,CENTER,FORWARD/CENTER,Freshman,0,Lincoln,"STOCKTON, CA",CA,USA
721,Air Force,11804,Griffin Greenwood,Freshman,Monument,Colorado,Lewis-Palmer,NA,"5'11""",F,21,https://www.goairforcefalcons.com/sports/womens-basketball/roster/griffin-greenwood/11804,2022-23,CO,Mountain West,I,1,1,5,11,71,FORWARD,NA,FORWARD,Freshman,0,Lewis-Palmer,"MONUMENT, CO",CO,USA
721,Air Force,11803,Parker Brown,Freshman,Spokane,Washington,Mead,NA,"6'0""",F,23,https://www.goairforcefalcons.com/sports/womens-basketball/roster/parker-brown/11803,2022-23,CO,Mountain West,I,1,1,6,0,72,FORWARD,NA,FORWARD,Freshman,0,Mead,"SPOKANE, WA",WA,USA
721,Air Force,11798,Dasha Macmillan,Junior,Colleyville,Texas,Grapevine,NA,"6'0""",F,30,https://www.goairforcefalcons.com/sports/womens-basketball/roster/dasha-macmillan/11798,2022-23,CO,Mountain West,I,1,1,6,0,72,FORWARD,NA,FORWARD,Junior,0,Grapevine,"COLLEYVILLE, TX",TX,USA
721,Air Force,11802,Emily Adams,Freshman,Lebanon,Ohio,Bishop Fenwick,USAFA Prep,"6'0""",F,31,https://www.goairforcefalcons.com/sports/womens-basketball/roster/emily-adams/11802,2022-23,CO,Mountain West,I,1,1,6,0,72,FORWARD,NA,FORWARD,Freshman,0,Bishop Fenwick,"LEBANON, OH",OH,USA
721,Air Force,11799,Nikki McDonald,Senior,Chicago,Illinois,St. Ignatius College Prep,NA,"5'11""",F,33,https://www.goairforcefalcons.com/sports/womens-basketball/roster/nikki-mcdonald/11799,2022-23,CO,Mountain West,I,1,1,5,11,71,FORWARD,NA,FORWARD,Senior,0,St. Ignatius College Prep,"CHICAGO, IL",IL,USA
721,Air Force,11797,Jo Huntimer,Sophomore,Honolulu,Hawaii,Iolani,NA,"5'7""",G,40,https://www.goairforcefalcons.com/sports/womens-basketball/roster/jo-huntimer/11797,2022-23,CO,Mountain West,I,1,1,5,7,67,GUARD,NA,GUARD,Sophomore,0,Iolani,"HONOLULU, HI",HI,USA
697,Texas A&M,11255,Sydney Bowles,Freshman,Lithonia,Georgia,Woodward Academy,NA,"6'0""",Guard,00,https://www.12thman.com/sports/womens-basketball/roster/sydney-bowles/11255,2022-23,TX,SEC,I,1,1,6,0,72,GUARD,NA,GUARD,Freshman,0,Woodward Academy,"LITHONIA, GEORGIA",GA,USA
697,Texas A&M,11257,Mya Petticord,Freshman,Detroit,Michigan,Arbor Prep,NA,"5'9""",Guard,1,https://www.12thman.com/sports/womens-basketball/roster/mya-petticord/11257,2022-23,TX,SEC,I,1,1,5,9,69,GUARD,NA,GUARD,Freshman,0,Arbor Prep,"DETROIT, MICHIGAN",MI,USA
697,Texas A&M,11254,Janiah Barker,Freshman,Marietta,Georgia,Montverde Academy,NA,"6'4""",Forward,2,https://www.12thman.com/sports/womens-basketball/roster/janiah-barker/11254,2022-23,TX,SEC,I,1,1,6,4,76,FORWARD,NA,FORWARD,Freshman,0,Montverde Academy,"MARIETTA, GEORGIA",GA,USA
697,Texas A&M,11256,Tineya Hylton,Sophomore,Toronto,"Ontario, Canada",Royal Crown Academic School,Georgia,"5'7""",Guard,3,https://www.12thman.com/sports/womens-basketball/roster/tineya-hylton/11256,2022-23,TX,SEC,I,1,1,5,7,67,GUARD,NA,GUARD,Sophomore,0,Royal Crown Academic School,"TORONTO, ONTARIO, CANADA",NA,CANADA
697,Texas A&M,10778,Kay Kay Green,Junior,Chicago,Ill,Whitney Young,NA,"5'6""",Guard,4,https://www.12thman.com/sports/womens-basketball/roster/kay-kay-green/10778,2022-23,TX,SEC,I,1,1,5,6,66,GUARD,NA,GUARD,Junior,0,Whitney Young,"CHICAGO, ILL",IL,USA
697,Texas A&M,10784,Jada Malone,Sophomore,Spring,Texas,The Village School,NA,"6'3""",Forward,13,https://www.12thman.com/sports/womens-basketball/roster/jada-malone/10784,2022-23,TX,SEC,I,1,1,6,3,75,FORWARD,NA,FORWARD,Sophomore,0,The Village School,"SPRING, TEXAS",TX,USA
697,Texas A&M,10781,Maliyah Johnson,Junior,Chicago,Ill,Summer Creek,NA,"6'3""",Forward,14,https://www.12thman.com/sports/womens-basketball/roster/maliyah-johnson/10781,2022-23,TX,SEC,I,1,1,6,3,75,FORWARD,NA,FORWARD,Junior,0,Summer Creek,"CHICAGO, ILL",IL,USA
697,Texas A&M,10783,Eriny Kindred,Sophomore,Del Valle,Texas,Del Valle,NA,"5'10""",Guard,21,https://www.12thman.com/sports/womens-basketball/roster/eriny-kindred/10783,2022-23,TX,SEC,I,1,1,5,10,70,GUARD,NA,GUARD,Sophomore,0,Del Valle,"DEL VALLE, TEXAS",TX,USA
697,Texas A&M,10779,McKinzie Green,Graduate Student,Manvel,Texas,Manvel,NA,"5'6""",Guard,23,https://www.12thman.com/sports/womens-basketball/roster/mckinzie-green/10779,2022-23,TX,SEC,I,1,1,5,6,66,GUARD,NA,GUARD,Graduate Student,0,Manvel,"MANVEL, TEXAS",TX,USA
697,Texas A&M,10782,Sahara Jones,Junior,San Antonio,Texas,Memorial,NA,"6'0""",Guard,24,https://www.12thman.com/sports/womens-basketball/roster/sahara-jones/10782,2022-23,TX,SEC,I,1,1,6,0,72,GUARD,NA,GUARD,Junior,0,Memorial,"SAN ANTONIO, TEXAS",TX,USA
697,Texas A&M,10787,Aaliyah Patty,Graduate Student,West Chester,Ill,Montini Catholic,Ohio State,"6'3""",Forward,32,https://www.12thman.com/sports/womens-basketball/roster/aaliyah-patty/10787,2022-23,TX,SEC,I,1,1,6,3,75,FORWARD,NA,FORWARD,Graduate Student,0,Montini Catholic,"WEST CHESTER, ILL",IL,USA
697,Texas A&M,10790,Sydnee Roby,Senior,Milwaukee,Wis,Rufus King,Miami,"6'3""",Center,44,https://www.12thman.com/sports/womens-basketball/roster/sydnee-roby/10790,2022-23,TX,SEC,I,1,1,6,3,75,CENTER,NA,CENTER,Senior,0,Rufus King,"MILWAUKEE, WIS",WI,USA
8,Alabama,8240,Loyal McQueen,Junior,Florence,SC.,NA,NA,"5'8""",Guard,0,https://www.rolltide.com/sports/womens-basketball/roster/loyal-mcqueen/8240,2022-23,AL,SEC,I,1,1,5,8,68,GUARD,NA,GUARD,Junior,0,NA,"FLORENCE, SC",SC,USA
8,Alabama,8236,Megan Abrams,Graduate Student,Lafayette,Louisiana,NA,NA,"5'9""",Guard,1,https://www.rolltide.com/sports/womens-basketball/roster/megan-abrams/8236,2022-23,AL,SEC,I,1,1,5,9,69,GUARD,NA,GUARD,Graduate Student,0,NA,"LAFAYETTE, LA",LA,USA
8,Alabama,8246,Sarah Ashlee Barker,Junior,Birmingham,Ala,NA,NA,"6'0""",Guard,3,https://www.rolltide.com/sports/womens-basketball/roster/sarah-ashlee-barker/8246,2022-23,AL,SEC,I,1,1,6,0,72,GUARD,NA,GUARD,Junior,0,NA,"BIRMINGHAM, ALA",AL,USA
8,Alabama,8241,JaMya Mingo-Young,Senior,Bogalusa,Louisiana,NA,NA,"5'8""",Guard,4,https://www.rolltide.com/sports/womens-basketball/roster/jamya-mingo-young/8241,2022-23,AL,SEC,I,1,1,5,8,68,GUARD,NA,GUARD,Senior,0,NA,"BOGALUSA, LA",LA,USA
8,Alabama,8237,Hannah Barber,Graduate Student,Homewood,Ala,NA,NA,"5'6""",Guard,5,https://www.rolltide.com/sports/womens-basketball/roster/hannah-barber/8237,2022-23,AL,SEC,I,1,1,5,6,66,GUARD,NA,GUARD,Graduate Student,0,Homewood HS,"HOMEWOOD, ALA",AL,USA
8,Alabama,8247,Ryan Cobbins,Senior,Kansas City,Kan,NA,NA,"6'0""",Guard/Forward,10,https://www.rolltide.com/sports/womens-basketball/roster/ryan-cobbins/8247,2022-23,AL,SEC,I,1,1,6,0,72,GUARD,FORWARD,GUARD/FORWARD,Senior,0,NA,"KANSAS CITY, KAN",KS,USA
8,Alabama,8249,JeAnna Cunningham,Junior,Brentwood,NY.,NA,NA,"6'4""",Center,13,https://www.rolltide.com/sports/womens-basketball/roster/jeanna-cunningham/8249,2022-23,AL,SEC,I,1,1,6,4,76,CENTER,NA,CENTER,Junior,0,NA,"BRENTWOOD, NY",NY,USA
8,Alabama,8239,Myra Gordon,Junior,Fort Worth,Texas,NA,NA,"6'0""",Guard,15,https://www.rolltide.com/sports/womens-basketball/roster/myra-gordon/8239,2022-23,AL,SEC,I,1,1,6,0,72,GUARD,NA,GUARD,Junior,0,L.D. Bell HS,"FORT WORTH, TEXAS",TX,USA
8,Alabama,8245,Karly Weathers,Freshman,Loretto,Tenn,NA,NA,"5'11""",Guard,22,https://www.rolltide.com/sports/womens-basketball/roster/karly-weathers/8245,2022-23,AL,SEC,I,1,1,5,11,71,GUARD,NA,GUARD,Freshman,0,NA,"LORETTO, TENN",TN,USA
8,Alabama,8238,Brittany Davis,Graduate Student,Manchester,Georgia,NA,NA,"5'9""",Guard,23,https://www.rolltide.com/sports/womens-basketball/roster/brittany-davis/8238,2022-23,AL,SEC,I,1,1,5,9,69,GUARD,NA,GUARD,Graduate Student,0,NA,"MANCHESTER, GA",GA,USA
8,Alabama,8242,Jada Rice,Graduate Student,Suwanee,Georgia,NA,NA,"6'4""",Center,31,https://www.rolltide.com/sports/womens-basketball/roster/jada-rice/8242,2022-23,AL,SEC,I,1,1,6,4,76,CENTER,NA,CENTER,Graduate Student,0,NA,"SUWANEE, GA",GA,USA
8,Alabama,8248,Aaliyah Nye,Junior,East Lansing,Mich,NA,NA,"6'0""",Guard/Forward,32,https://www.rolltide.com/sports/womens-basketball/roster/aaliyah-nye/8248,2022-23,AL,SEC,I,1,1,6,0,72,GUARD,FORWARD,GUARD/FORWARD,Junior,0,NA,"EAST LANSING, MICH",MI,USA
8,Alabama,8244,Khyla Wade-Warren,Junior,Selmer,Tenn,NA,NA,"6'2""",Forward,33,https://www.rolltide.com/sports/womens-basketball/roster/khyla-wade-warren/8244,2022-23,AL,SEC,I,1,1,6,2,74,FORWARD,NA,FORWARD,Junior,0,NA,"SELMER, TENN",TN,USA
29,Arizona,14549,Shaina Pellington,Fifth Year,Pickering,"Ontario, Canada",Dunbarton,Oklahoma,"5'8""",Guard,1,https://www.arizonawildcats.com/sports/womens-basketball/roster/shaina-pellington/14549,2022-23,AZ,Pac-12,I,1,1,5,8,68,GUARD,NA,GUARD,Fifth Year,0,Dunbarton,"PICKERING, ONTARIO, CANADA",NA,CANADA
29,Arizona,14552,Madison Conner,Sophomore,Chandler,Ariz,Compass Prep,NA,"5'11""",Guard,4,https://www.arizonawildcats.com/sports/womens-basketball/roster/madison-conner/14552,2022-23,AZ,Pac-12,I,1,1,5,11,71,GUARD,NA,GUARD,Sophomore,0,Compass Prep,"CHANDLER, ARIZ",AZ,USA
29,Arizona,14558,Lemyah Hylton,Freshman,Mississauga,Ontario,Southwest Academy Girls Prep HS,NA,"5'11""",Guard,10,https://www.arizonawildcats.com/sports/womens-basketball/roster/lemyah-hylton/14558,2022-23,AZ,Pac-12,I,1,1,5,11,71,GUARD,NA,GUARD,Freshman,0,Southwest Academy Girls Prep HS,"MISSISSAUGA, ONTARIO",NA,CANADA
29,Arizona,14555,Esmery Martinez,Senior,Hato Mayor Del Ray,Dominican Republic,NA,NA,"6'2""",Forward,12,https://www.arizonawildcats.com/sports/womens-basketball/roster/esmery-martinez/14555,2022-23,AZ,Pac-12,I,1,1,6,2,74,FORWARD,NA,FORWARD,Senior,0,NA,"HATO MAYOR DEL RAY, DOMINICAN REPUBLIC",NA,DOMINICAN REPUBLIC
29,Arizona,14553,Helena Pueyo,Senior,Palma de Mallorca,Spain,NA,NA,"6'0""",Guard,13,https://www.arizonawildcats.com/sports/womens-basketball/roster/helena-pueyo/14553,2022-23,AZ,Pac-12,I,1,1,6,0,72,GUARD,NA,GUARD,Senior,0,NA,"PALMA DE MALLORCA, SPAIN",NA,SPAIN
29,Arizona,14560,Kailyn Gilbert,Freshman,Tampa Bay,Fla,IMG Academy,NA,"5'8""",Guard,15,https://www.arizonawildcats.com/sports/womens-basketball/roster/kailyn-gilbert/14560,2022-23,AZ,Pac-12,I,1,1,5,8,68,GUARD,NA,GUARD,Freshman,0,IMG Academy,"TAMPA BAY, FLA",FL,USA
29,Arizona,14557,Paris Clark,Freshman,The Bronx,NY.,Long Island Lutheran HS,NA,"5'8""",Guard,22,https://www.arizonawildcats.com/sports/womens-basketball/roster/paris-clark/14557,2022-23,AZ,Pac-12,I,1,1,5,8,68,GUARD,NA,GUARD,Freshman,0,Long Island Lutheran HS,"THE BRONX, NY",NY,USA
29,Arizona,14554,Lauren Fields,Senior,Shawnee,Okla,NA,NA,"5'9""",Guard,23,https://www.arizonawildcats.com/sports/womens-basketball/roster/lauren-fields/14554,2022-23,AZ,Pac-12,I,1,1,5,9,69,GUARD,NA,GUARD,Senior,0,NA,"SHAWNEE, OKLA",OK,USA
29,Arizona,14551,Cate Reese,Fifth Year,Cypress,Texas,Cypress Woods HS,NA,"6'2""",Forward,25,https://www.arizonawildcats.com/sports/womens-basketball/roster/cate-reese/14551,2022-23,AZ,Pac-12,I,1,1,6,2,74,FORWARD,NA,FORWARD,Fifth Year,0,Cypress Woods HS,"CYPRESS, TEXAS",TX,USA
29,Arizona,14556,Jade Loville,Fifth Year,Scottsdale,Ariz,NA,NA,"5'11""",Guard/Forward,30,https://www.arizonawildcats.com/sports/womens-basketball/roster/jade-loville/14556,2022-23,AZ,Pac-12,I,1,1,5,11,71,GUARD,FORWARD,GUARD/FORWARD,Fifth Year,0,NA,"SCOTTSDALE, ARIZ",AZ,USA
29,Arizona,14550,Lauren Ware,Junior,Bismarck,ND.,Century HS,NA,"6'5""",Forward,32,https://www.arizonawildcats.com/sports/womens-basketball/roster/lauren-ware/14550,2022-23,AZ,Pac-12,I,1,1,6,5,77,FORWARD,NA,FORWARD,Junior,0,Century HS,"BISMARCK, ND",ND,USA
29,Arizona,14559,Maya Nnaji,Freshman,Hopkins,Minn,Hopkins HS,NA,"6'4""",Forward,34,https://www.arizonawildcats.com/sports/womens-basketball/roster/maya-nnaji/14559,2022-23,AZ,Pac-12,I,1,1,6,4,76,FORWARD,NA,FORWARD,Freshman,0,Hopkins HS,"HOPKINS, MINN",MN,USA
725,Army,19307,Jaida Strippoli,Senior,Ossining,NY.,Ossining,NA,"5'6""",Guard,0,https://www.goarmywestpoint.com/sports/womens-basketball/roster/jaida-strippoli/19307,2022-23,NY,Patriot,I,1,1,5,6,66,GUARD,NA,GUARD,Senior,0,Ossining,"OSSINING, NY",NY,USA
725,Army,19294,Melanie George,Junior,Fairfax,Virginia,Fairfax,NA,"5'5""",Guard,1,https://www.goarmywestpoint.com/sports/womens-basketball/roster/melanie-george/19294,2022-23,NY,Patriot,I,1,1,5,5,65,GUARD,NA,GUARD,Junior,0,Fairfax,"FAIRFAX, VA",VA,USA
725,Army,19301,Sam McNaughton,Junior,Fairfax,Virginia,Fairfax,NA,"5'7""",Guard,2,https://www.goarmywestpoint.com/sports/womens-basketball/roster/sam-mcnaughton/19301,2022-23,NY,Patriot,I,1,1,5,7,67,GUARD,NA,GUARD,Junior,0,Fairfax,"FAIRFAX, VA",VA,USA
725,Army,19304,Natalie Rhine,Senior,Allentown,Pennsylvania,Bethlehem Catholic (USMAPS),NA,"5'6""",Guard,3,https://www.goarmywestpoint.com/sports/womens-basketball/roster/natalie-rhine/19304,2022-23,NY,Patriot,I,1,1,5,6,66,GUARD,NA,GUARD,Senior,0,Bethlehem Catholic (USMAPS),"ALLENTOWN, PA",PA,USA
725,Army,19295,Kamryn Hall,Senior,Sacramento,Calif,CK McClatchy,NA,"5'11""",Forward,4,https://www.goarmywestpoint.com/sports/womens-basketball/roster/kamryn-hall/19295,2022-23,NY,Patriot,I,1,1,5,11,71,FORWARD,NA,FORWARD,Senior,0,CK McClatchy,"SACRAMENTO, CALIF",CA,USA
725,Army,19360,Addison Ainsworth,Freshman,Olympia,Wash,Black Hills HS,NA,"6'0""",Forward,10,https://www.goarmywestpoint.com/sports/womens-basketball/roster/addison-ainsworth/19360,2022-23,NY,Patriot,I,1,1,6,0,72,FORWARD,NA,FORWARD,Freshman,0,Black Hills HS,"OLYMPIA, WASH",WA,USA
725,Army,19298,Sabria Hunter,Senior,Austintown,Ohio,Austintown Fitch,NA,"6'1""",Forward,11,https://www.goarmywestpoint.com/sports/womens-basketball/roster/sabria-hunter/19298,2022-23,NY,Patriot,I,1,1,6,1,73,FORWARD,NA,FORWARD,Senior,0,Austintown Fitch,"AUSTINTOWN, OHIO",OH,USA
725,Army,19299,Vasana Kearney,Sophomore,Grand Prairie,Texas,South Grand Prairie,NA,"5'8""",Guard,12,https://www.goarmywestpoint.com/sports/womens-basketball/roster/vasana-kearney/19299,2022-23,NY,Patriot,I,1,1,5,8,68,GUARD,NA,GUARD,Sophomore,0,South Grand Prairie,"GRAND PRAIRIE, TEXAS",TX,USA
725,Army,19296,Trinity Hardy,Sophomore,Lakeland,Fla,Winter Haven,NA,"5'8""",Guard,13,https://www.goarmywestpoint.com/sports/womens-basketball/roster/trinity-hardy/19296,2022-23,NY,Patriot,I,1,1,5,8,68,GUARD,NA,GUARD,Sophomore,0,Winter Haven,"LAKELAND, FLA",FL,USA
725,Army,19292,Hope Brown,Senior,Phillipsburg,NJ.,Bethlehem Catholic (USMAPS),NA,"5'9""",Guard,14,https://www.goarmywestpoint.com/sports/womens-basketball/roster/hope-brown/19292,2022-23,NY,Patriot,I,1,1,5,9,69,GUARD,NA,GUARD,Senior,0,Bethlehem Catholic (USMAPS),"PHILLIPSBURG, NJ",NJ,USA
725,Army,19361,Reese Ericson,Freshman,Lake Oswego,Ore,Lakeridge HS,NA,"5'6""",Guard,21,https://www.goarmywestpoint.com/sports/womens-basketball/roster/reese-ericson/19361,2022-23,NY,Patriot,I,1,1,5,6,66,GUARD,NA,GUARD,Freshman,0,Lakeridge HS,"LAKE OSWEGO, ORE",OR,USA
725,Army,19365,Charlotte Richman,Freshman,Portland,Ore,Ida B. Wells-Barnet HS,NA,"5'7""",Guard,22,https://www.goarmywestpoint.com/sports/womens-basketball/roster/charlotte-richman/19365,2022-23,NY,Patriot,I,1,1,5,7,67,GUARD,NA,GUARD,Freshman,0,Ida B. Wells-Barnet HS,"PORTLAND, ORE",OR,USA
725,Army,19310,Reagan Warren,Junior,Rowlett,Texas,Rowlett HS,NA,"5'10""",Forward,23,https://www.goarmywestpoint.com/sports/womens-basketball/roster/reagan-warren/19310,2022-23,NY,Patriot,I,1,1,5,10,70,FORWARD,NA,FORWARD,Junior,0,Rowlett HS,"ROWLETT, TEXAS",TX,USA
725,Army,19366,Alivia Stephens-Kirkman,Freshman,Puyallup,Wash,Issaquah HS,NA,"5'10""",Guard/Forward,24,https://www.goarmywestpoint.com/sports/womens-basketball/roster/alivia-stephens-kirkman/19366,2022-23,NY,Patriot,I,1,1,5,10,70,GUARD,FORWARD,GUARD/FORWARD,Freshman,0,Issaquah HS,"PUYALLUP, WASH",WA,USA
725,Army,19362,Julianna Laguna,Freshman,Staten Island,NY.,Christ the King HS,NA,"5'10""",Guard,25,https://www.goarmywestpoint.com/sports/womens-basketball/roster/julianna-laguna/19362,2022-23,NY,Patriot,I,1,1,5,10,70,GUARD,NA,GUARD,Freshman,0,Christ the King HS,"STATEN ISLAND, NY",NY,USA
725,Army,19363,Linden Madison,Freshman,Midlothian,Virginia,Monacan HS,NA,"6'1""",Forward,31,https://www.goarmywestpoint.com/sports/womens-basketball/roster/linden-madison/19363,2022-23,NY,Patriot,I,1,1,6,1,73,FORWARD,NA,FORWARD,Freshman,0,Monacan HS,"MIDLOTHIAN, VA",VA,USA
725,Army,19300,Lauren Lithgow,Junior,Manasquan,NJ.,St. Rose,NA,"5'9""",Guard,34,https://www.goarmywestpoint.com/sports/womens-basketball/roster/lauren-lithgow/19300,2022-23,NY,Patriot,I,1,1,5,9,69,GUARD,NA,GUARD,Junior,0,St. Rose,"MANASQUAN, NJ",NJ,USA
725,Army,19303,McKenzie Muse,Junior,Bryant,Ark,Bryant,NA,"6'2""",Forward,35,https://www.goarmywestpoint.com/sports/womens-basketball/roster/mckenzie-muse/19303,2022-23,NY,Patriot,I,1,1,6,2,74,FORWARD,NA,FORWARD,Junior,0,Bryant,"BRYANT, ARK",AR,USA
725,Army,19364,Sara McShea,Freshman,Hainesport,NJ.,Paul VI,NA,"5'10""",Guard,44,https://www.goarmywestpoint.com/sports/womens-basketball/roster/sara-mcshea/19364,2022-23,NY,Patriot,I,1,1,5,10,70,GUARD,NA,GUARD,Freshman,0,Paul VI,"HAINESPORT, NJ",NJ,USA
37,Auburn,18261,Amoura Graves,Sophomore,Ponchatoula,Louisiana,NA,NA,"6'0""",Guard/Forward,0,https://www.auburntigers.com/sports/womens-basketball/roster/amoura-graves/18261,2022-23,AL,SEC,I,1,1,6,0,72,GUARD,FORWARD,GUARD/FORWARD,Sophomore,0,Ponchatoula HS,"PONCHATOULA, LA",LA,USA
37,Auburn,18268,Mya Pratcher,Freshman,Memphis,Tenn,NA,NA,"6'1""",Forward,1,https://www.auburntigers.com/sports/womens-basketball/roster/mya-pratcher/18268,2022-23,AL,SEC,I,1,1,6,1,73,FORWARD,NA,FORWARD,Freshman,0,Bartlett HS,"MEMPHIS, TENN",TN,USA
37,Auburn,18266,Sania Wells,Senior,Moss Point,Miss,NA,NA,"5'7""",Guard,2,https://www.auburntigers.com/sports/womens-basketball/roster/sania-wells/18266,2022-23,AL,SEC,I,1,1,5,7,67,GUARD,NA,GUARD,Senior,0,East Central HS,"MOSS POINT, MISS",MS,USA
37,Auburn,18269,Jakayla Johnson,Junior,Clinton,Miss,NA,NA,"5'9""",Guard,3,https://www.auburntigers.com/sports/womens-basketball/roster/jakayla-johnson/18269,2022-23,AL,SEC,I,1,1,5,9,69,GUARD,NA,GUARD,Junior,0,NA,"CLINTON, MISS",MS,USA
37,Auburn,18270,Kaitlyn Duhon,Freshman,Houston,Texas,NA,NA,"5'10""",Guard,4,https://www.auburntigers.com/sports/womens-basketball/roster/kaitlyn-duhon/18270,2022-23,AL,SEC,I,1,1,5,10,70,GUARD,NA,GUARD,Freshman,0,Summer Creek HS,"HOUSTON, TEXAS",TX,USA
37,Auburn,18260,Aicha Coulibaly,Junior,Mali,NA,NA,NA,"6'0""",Guard,5,https://www.auburntigers.com/sports/womens-basketball/roster/aicha-coulibaly/18260,2022-23,AL,SEC,I,1,1,6,0,72,GUARD,NA,GUARD,Junior,0,NA,MALI,NA,MALI
37,Auburn,18271,Sydney Shaw,Freshman,Miami,Fla,NA,NA,"5'9""",Guard,10,https://www.auburntigers.com/sports/womens-basketball/roster/sydney-shaw/18271,2022-23,AL,SEC,I,1,1,5,9,69,GUARD,NA,GUARD,Freshman,0,NA,"MIAMI, FLA",FL,USA
37,Auburn,18263,Romi Levy,Junior,Herzliya,Israel,NA,NA,"6'3""",Forward,11,https://www.auburntigers.com/sports/womens-basketball/roster/romi-levy/18263,2022-23,AL,SEC,I,1,1,6,3,75,FORWARD,NA,FORWARD,Junior,0,Hof Hasharon HS,"HERZLIYA, ISRAEL",NA,ISRAEL
37,Auburn,18259,Mar'shaun Bostic,Sophomore,St. Louis,Missouri,NA,NA,"5'8""",Guard,12,https://www.auburntigers.com/sports/womens-basketball/roster/mar-shaun-bostic/18259,2022-23,AL,SEC,I,1,1,5,8,68,GUARD,NA,GUARD,Sophomore,0,Vashon HS,"ST LOUIS, MO",MO,USA
37,Auburn,18275,Oyindamola Akinbolawa,Freshman,Lagos,Nigeria,NA,NA,"6'5""",Center,20,https://www.auburntigers.com/sports/womens-basketball/roster/oyindamola-akinbolawa/18275,2022-23,AL,SEC,I,1,1,6,5,77,CENTER,NA,CENTER,Freshman,0,NA,"LAGOS, NIGERIA",NA,NIGERIA
37,Auburn,18272,Audia Young,Freshman,Tallahassee,Fla,NA,NA,"5'9""",Guard,21,https://www.auburntigers.com/sports/womens-basketball/roster/audia-young/18272,2022-23,AL,SEC,I,1,1,5,9,69,GUARD,NA,GUARD,Freshman,0,NA,"TALLAHASSEE, FLA",FL,USA
37,Auburn,18265,Honesty Scott-Grayson,Redshirt Senior,Brick,NJ.,NA,NA,"5'9""",Guard,23,https://www.auburntigers.com/sports/womens-basketball/roster/honesty-scott-grayson/18265,2022-23,AL,SEC,I,1,1,5,9,69,GUARD,NA,GUARD,Senior,1,NA,"BRICK, NJ",NJ,USA
37,Auburn,18264,Carsen McFadden,Junior,Fairview,Texas,NA,NA,"5'8""",Guard,24,https://www.auburntigers.com/sports/womens-basketball/roster/carsen-mcfadden/18264,2022-23,AL,SEC,I,1,1,5,8,68,GUARD,NA,GUARD,Junior,0,Lovejoy HS,"FAIRVIEW, TEXAS",TX,USA
37,Auburn,18274,Kharyssa Richardson,Freshman,Douglasville,Georgia,NA,NA,"6'2""",Forward,33,https://www.auburntigers.com/sports/womens-basketball/roster/kharyssa-richardson/18274,2022-23,AL,SEC,I,1,1,6,2,74,FORWARD,NA,FORWARD,Freshman,0,New Manchester HS,"DOUGLASVILLE, GA",GA,USA
